tick,year,month,business_id,type,city,stage,active,revenue,opex,tax,profit,cash,debt,employees,marketing_budget,reputation,price_mult,capacity,quality,subscribers,mrr
8,2024,9,20,restaurant,Moscow,growth,true,2070096.27,1904886.25,124205.78,41004.24,1493905.99,0,6,227735.44,0.6,1.14,0.9,0.58,0,0
8,2024,9,21,logistics,Yekaterinburg,crisis,true,1002602.85,1619344.25,0,-616741.4,797061.56,1401328.33,6,144646.26,0.49,0.87,1,0.62,0,0
8,2024,9,23,retail,Novosibirsk,growth,true,5594207.53,4549261.23,335652.45,709293.85,8301066.25,0,14,134663.23,0.69,1.08,1,0.7,0,0
8,2024,9,25,restaurant,Kazan,growth,true,1581906.54,1339755.26,94914.39,147236.89,3351381.51,0,5,117467.14,0.45,1.07,1,0.46,0,0
8,2024,9,26,autoservice,Yekaterinburg,crisis,true,1401743.01,1805345.26,0,-403602.25,4824705.52,0,6,253482.79,0.56,1.04,1,0.85,0,0
8,2024,9,27,autoservice,Kazan,crisis,true,1037659.04,1374072.09,62259.54,-398672.59,2497591.78,0,4,197500.57,0.49,1.08,1,0.66,0,0
8,2024,9,28,restaurant,Kazan,growth,true,1916958.73,1681802.44,35273.44,199882.85,4780643.91,0,8,109492.87,0.63,1.18,1,0.63,0,0
8,2024,9,29,restaurant,Moscow,bankrupt,false,913823.49,1904955.55,54829.41,-1045961.47,-1137011.16,2474941.37,10,37430.08,0.5,1.14,1,0.59,0,0
8,2024,9,31,autoservice,Moscow,crisis,true,1056736.94,1989876.13,0,-933139.19,1026054.49,0,6,291489.37,0.66,0.88,0.9,0.6,0,0
8,2024,9,32,autoservice,Kazan,crisis,true,2053972.55,2025296.26,123238.35,-94562.06,1807311.57,0,6,221576.81,0.74,1.19,0.9,0.58,0,0
8,2024,9,34,logistics,Moscow,crisis,true,2495937.59,2784550.83,0,-288613.24,-325327.92,0,11,173464.46,0.99,0.8,1,0.69,0,0
8,2024,9,36,autoservice,SaintPetersburg,crisis,true,1159486.25,1657029.29,69569.18,-567112.22,319834.73,0,5,136709.47,0.61,1.04,1,0.8,0,0
8,2024,9,37,restaurant,Novosibirsk,growth,true,1939484.9,1580249.86,116369.09,242865.95,4139240.62,0,5,237366.93,0.44,0.9,1,0.79,0,0
8,2024,9,41,retail,SaintPetersburg,growth,true,4633555.73,3812004.91,278013.34,543537.48,7024905.65,0,7,111911.33,0.65,0.99,1,0.64,0,0
8,2024,9,42,retail,Yekaterinburg,growth,true,3145989.43,2806625.66,50904.57,288459.2,6869488.14,0,7,70325.66,0.51,1.06,0.9,0.44,0,0
8,2024,9,44,autoservice,Moscow,growth,true,3114871.32,3181929.95,0,-67058.63,2528832.24,0,8,443023.95,0.65,1.05,1,0.79,0,0
8,2024,9,45,restaurant,Yekaterinburg,growth,true,1557507.99,1215405.24,93450.48,248652.27,5706176.49,0,4,84589.99,0.48,1,1,0.59,0,0
8,2024,9,46,retail,Yekaterinburg,growth,true,4915178.59,4012247.69,294910.72,608020.18,6937779.74,0,11,73036.66,0.62,1.08,1,0.74,0,0
8,2024,9,48,retail,Yekaterinburg,growth,true,4290256.93,3283818.8,150965.72,855472.41,9636488.24,0,6,57706.82,0.56,1.14,1,0.56,0,0
8,2024,9,49,restaurant,Yekaterinburg,growth,true,1690273.92,1579695.16,135221.91,-24643.15,4301019.12,0,7,244767.59,0.63,0.94,0.8,0.73,0,0
8,2024,9,52,retail,Kazan,growth,true,3495858.06,2843433.52,209751.48,442673.06,10220990.56,0,7,100658.13,0.71,0.92,0.8,0.59,0,0
8,2024,9,53,retail,Moscow,growth,true,4185103.12,3818304.22,55019.83,311779.07,7407502.51,0,9,104830.8,0.55,0.95,1,0.69,0,0
8,2024,9,55,autoservice,Yekaterinburg,crisis,true,987334.58,1598062.43,59240.07,-669967.92,-532918.38,1617678.98,6,149094.63,0.6,0.86,1,0.51,0,0
8,2024,9,56,restaurant,Kazan,crisis,true,1726626.1,1727918.86,0,-1292.76,3844343.71,0,9,172635.48,0.51,0.97,1,0.59,0,0
8,2024,9,57,restaurant,Kazan,growth,true,1433046.63,1281576.78,85982.8,65487.05,4313736.29,0,5,84140.13,0.65,1.03,0.9,0.46,0,0
8,2024,9,58,retail,Novosibirsk,growth,true,4295390.84,3391909.12,343631.27,559850.45,7340024.32,0,10,42826.39,0.53,1.03,1,0.74,0,0
8,2024,9,59,autoservice,Novosibirsk,crisis,true,930939.29,1545840.18,0,-614900.89,1216449.19,0,6,255099.59,0.56,0.91,0.9,0.53,0,0
8,2024,9,60,autoservice,Novosibirsk,crisis,true,1024671.24,1438557.3,61480.27,-475366.33,-87654.67,0,5,165273.58,0.57,1.01,1,0.59,0,0
8,2024,9,61,restaurant,Yekaterinburg,growth,true,1395986.1,1435732.25,0,-39746.15,1589246.48,0,8,38956.83,0.67,0.91,1,0.51,0,0
8,2024,9,63,restaurant,Kazan,crisis,true,819744.52,1522381.68,0,-702637.16,114359.55,0,10,178535.89,0.36,0.93,0.8,0.78,0,0
8,2024,9,64,retail,Yekaterinburg,growth,true,5411311.72,4172912.07,185759.95,1052639.7,18094949.57,0,10,96325.4,0.73,1.25,1,0.56,0,0
8,2024,9,65,restaurant,Novosibirsk,growth,true,1594264.34,1269537.53,48709.02,276017.79,3766268.55,0,6,97392.42,0.45,1.14,1,0.42,0,0
8,2024,9,66,autoservice,SaintPetersburg,crisis,true,923905.37,1905428.09,55434.32,-1036957.04,-503629.82,503951.1,8,153096.56,0.44,1.14,1,0.63,0,0
8,2024,9,67,restaurant,Kazan,growth,true,1944437.89,1606284.82,50722.96,287430.11,6407093.86,0,8,109258.87,0.69,1.16,1,0.64,0,0
8,2024,9,69,retail,Moscow,crisis,true,3208345.07,3905920.76,192500.7,-890076.39,3406852.97,0,11,310575.61,0.76,1.18,1,0.51,0,0
8,2024,9,71,restaurant,Moscow,crisis,true,1820574.06,2288562.51,109234.44,-577222.89,2997258.88,0,10,135384.57,0.76,0.96,1,0.81,0,0
8,2024,9,73,retail,Moscow,growth,true,4175227.2,3792959.45,57340.16,324927.59,6331240.09,0,7,169549.77,0.61,1.02,1,0.51,0,0
8,2024,9,75,logistics,Novosibirsk,crisis,true,949830.65,1428894.06,56989.84,-536053.25,-367816.25,0,7,136235.93,0.79,1.14,1,0.47,0,0
8,2024,9,77,autoservice,Novosibirsk,crisis,true,979782.25,1465999.08,58786.94,-545003.77,2899673.52,0,5,225839.48,0.46,1.08,1,0.52,0,0
8,2024,9,80,retail,Kazan,growth,true,3587383.19,3088080.36,84881.48,414421.35,6997480.05,0,9,72744.85,0.52,0.96,1,0.65,0,0
8,2024,9,86,retail,Kazan,growth,true,5154467.72,4217846.88,309268.06,627352.78,8411448.1,0,9,125342.59,0.65,1.08,1,0.71,0,0
8,2024,9,88,restaurant,Yekaterinburg,growth,true,2040154.41,1737022.57,122409.26,180722.58,3754492.91,0,7,121377.91,0.57,1.03,1,0.8,0,0
8,2024,9,89,retail,Yekaterinburg,growth,true,7263555.08,5174542,313351.96,1775661.12,12203171.09,0,10,49443.27,0.91,1.13,1,0.81,0,0
8,2024,9,92,restaurant,SaintPetersburg,crisis,true,1084735.41,1600532.07,65084.12,-580880.78,5157043.61,0,8,208605.74,0.64,1.05,0.9,0.59,0,0
8,2024,9,93,restaurant,Novosibirsk,growth,true,1763013.61,1631520.79,105780.82,25712,3577719.53,0,11,32199.66,0.78,1.12,1,0.55,0,0
8,2024,9,96,restaurant,Kazan,growth,true,1802393.01,1946143.82,0,-143750.81,2408449.65,0,12,159055.41,0.63,0.93,1,0.63,0,0
8,2024,9,97,retail,Kazan,crisis,true,2019194.2,2851493.53,0,-832299.33,6213240.47,0,16,107867.7,0.53,1.03,0.9,0.5,0,0
8,2024,9,100,restaurant,SaintPetersburg,bankrupt,false,913409.22,1832570.15,54804.55,-973965.48,-1760365.44,1740355.96,10,74195.57,0.64,0.98,1,0.57,0,0
9,2024,10,1,restaurant,SaintPetersburg,crisis,true,708015.81,1194451.51,42480.95,-528916.65,2330874.1,0,5,140664.1,0.54,1.07,0.9,0.47,0,0
9,2024,10,2,restaurant,Kazan,crisis,true,1015752.97,1722525.73,60945.18,-767717.94,-575852.51,0,11,143558.2,0.67,0.99,1,0.57,0,0
9,2024,10,4,retail,SaintPetersburg,growth,true,4274033.32,3733395.57,81095.66,459542.09,9351219.96,0,8,235641.87,0.46,0.99,1,0.56,0,0
9,2024,10,6,logistics,Moscow,growth,true,1400758.21,2357337.17,84045.49,-1040624.45,-1871450.12,3442346.84,9,109326.9,0.59,0.98,1,0.61,0,0
9,2024,10,7,retail,Moscow,crisis,true,2310829.31,3045436.91,0,-734607.6,4812466.95,0,11,171807.88,0.61,1.07,0.9,0.53,0,0
9,2024,10,11,retail,Novosibirsk,growth,true,5013922.59,4302213.93,300835.36,410873.3,8063615.48,0,14,146346.95,0.66,1.19,0.9,0.64,0,0
9,2024,10,12,restaurant,Novosibirsk,crisis,true,774503.43,1079584.75,0,-305081.32,9583412.39,0,5,149509.51,0.45,0.95,1,0.58,0,0
9,2024,10,13,restaurant,Novosibirsk,growth,true,1598752.62,1676335,95925.16,-173507.54,4913374.31,0,11,181806.34,0.53,1.08,0.9,0.7,0,0
9,2024,10,15,retail,Novosibirsk,growth,true,3121605.86,2990788.41,187296.35,-56478.9,5641059.07,0,12,108056.42,0.53,0.98,0.8,0.64,0,0
9,2024,10,16,restaurant,Kazan,crisis,true,1289153.17,1425095.75,77349.19,-213291.77,5468311.73,0,7,137687.19,0.63,0.91,1,0.75,0,0
9,2024,10,17,logistics,Kazan,crisis,true,853196.3,1788966.97,51191.78,-986962.45,475113.9,0,10,284884.59,0.73,1.05,0.9,0.61,0,0
9,2024,10,19,restaurant,Yekaterinburg,growth,true,1001302.3,1519883.2,0,-518580.9,3925692.5,0,10,64994.26,0.53,1,0.9,0.58,0,0
9,2024,10,20,restaurant,Moscow,growth,true,1315846.25,1663375.47,78950.77,-426479.99,1067426,0,6,227735.44,0.6,1.14,0.9,0.58,0,0
9,2024,10,21,logistics,Yekaterinburg,crisis,true,690303.41,1510060.99,0,-819757.58,-22696.02,1401328.33,6,144646.26,0.49,0.85,1,0.62,0,0
9,2024,10,23,retail,Novosibirsk,growth,true,4530454.05,4145863.61,271827.24,112763.2,8363829.45,0,14,134663.23,0.61,1.08,1,0.7,0,0
9,2024,10,25,restaurant,Kazan,growth,true,992370.38,1156364.08,59542.22,-223535.92,3007845.59,0,5,117467.14,0.45,1.07,0.9,0.46,0,0
9,2024,10,26,autoservice,Yekaterinburg,crisis,true,1102236.9,1681742.23,0,-579505.33,4245200.19,0,6,253482.79,0.56,1.01,1,0.85,0,0
9,2024,10,27,autoservice,Kazan,crisis,true,947817.14,1302385.81,56869.03,-411437.7,1966154.08,0,4,197500.57,0.49,1.05,0.9,0.66,0,0
9,2024,10,28,restaurant,Kazan,crisis,true,1520545.19,1557674.94,0,-37129.75,4743514.16,0,8,109492.87,0.63,1.18,1,0.63,0,0
9,2024,10,31,autoservice,Moscow,crisis,true,1289221.89,2081369.8,0,-792147.91,233906.58,0,6,291489.37,0.74,0.88,0.9,0.6,0,0
9,2024,10,32,autoservice,Kazan,crisis,true,1051522.14,1513215.32,63091.33,-524784.51,1282527.06,0,5,221576.81,0.74,1.15,0.9,0.57,0,0
9,2024,10,34,logistics,Moscow,crisis,true,992581.13,2128838.21,0,-1136257.08,-5389.2,1456195.8,10,130098.35,0.99,0.8,1,0.68,0,0
9,2024,10,36,autoservice,SaintPetersburg,crisis,true,934264.35,1575717.16,56055.86,-697508.67,-377673.94,0,5,136709.47,0.55,1.04,1,0.8,0,0
9,2024,10,37,restaurant,Novosibirsk,crisis,true,1491415.21,1512708.19,89484.91,-110777.89,6028462.73,0,6,237366.93,0.44,0.9,1,0.79,0,0
9,2024,10,41,retail,SaintPetersburg,growth,true,4601319.44,3801162.56,276079.17,524077.71,7548983.36,0,7,128698.03,0.66,0.99,1,0.64,0,0
9,2024,10,42,retail,Yekaterinburg,growth,true,3313393.09,2895195.46,62729.64,355467.99,9224956.13,0,7,70325.66,0.51,1.06,0.9,0.44,0,0
9,2024,10,44,autoservice,Moscow,crisis,true,2054135.85,2628427.28,0,-574291.43,1954540.81,0,7,443023.95,0.59,1.05,1,0.78,0,0
9,2024,10,45,restaurant,Yekaterinburg,growth,true,1317154.71,1189894.78,79029.28,48230.65,5754407.14,0,4,84589.99,0.48,1,1,0.59,0,0
9,2024,10,46,retail,Yekaterinburg,growth,true,4920578.81,4105069.27,295234.73,520274.81,7408054.55,0,12,83992.16,0.6,1.08,1,0.74,0,0
9,2024,10,48,retail,Yekaterinburg,growth,true,5297397.81,3846413.34,217647.67,1233336.8,10869825.04,0,6,66362.84,0.64,1.14,1,0.56,0,0
9,2024,10,49,restaurant,Yekaterinburg,growth,true,1473517.77,1456922.36,88411.07,-71815.66,4229203.46,0,5,281482.73,0.63,0.94,0.8,0.69,0,0
9,2024,10,52,retail,Kazan,growth,true,3175144.09,2695574.58,190508.65,289060.86,10510051.42,0,7,115756.85,0.71,0.92,0.8,0.59,0,0
9,2024,10,53,retail,Moscow,growth,true,3669399.98,3627238.24,6324.26,35837.48,7443339.99,0,10,104830.8,0.55,0.95,1,0.69,0,0
9,2024,10,55,autoservice,Yekaterinburg,crisis,true,802211.1,1533256.52,48132.67,-779178.09,-438814.71,2490960.74,6,149094.63,0.6,0.86,1,0.51,0,0
9,2024,10,56,restaurant,Kazan,crisis,true,759392.03,1299815.8,0,-540423.77,3303919.94,0,7,198530.8,0.51,0.97,1,0.55,0,0
9,2024,10,57,restaurant,Kazan,growth,true,1565008.74,1328141.82,93900.52,142966.4,4456702.69,0,5,84140.13,0.73,1.03,0.9,0.46,0,0
9,2024,10,58,retail,Novosibirsk,growth,true,4027098.97,3250216.08,241625.94,535256.95,7875281.27,0,10,42826.39,0.53,1.03,1,0.74,0,0
9,2024,10,59,autoservice,Novosibirsk,crisis,true,916395.37,1532297.32,0,-615901.95,600547.24,0,6,255099.59,0.56,0.91,0.9,0.53,0,0
9,2024,10,60,autoservice,Novosibirsk,crisis,true,1016605.19,1377644.33,60996.31,-422035.45,-509690.12,0,5,165273.58,0.57,1.01,1,0.59,0,0
9,2024,10,61,restaurant,Yekaterinburg,crisis,true,1205771.98,1374059.34,0,-168287.36,1370959.12,0,8,38956.83,0.65,0.88,1,0.51,0,0
9,2024,10,63,restaurant,Kazan,crisis,true,588249.06,1422080.26,0,-833831.2,-719471.65,0,10,133901.92,0.36,0.93,0.8,0.78,0,0
9,2024,10,64,retail,Yekaterinburg,growth,true,4793692.78,3800308.24,149007.68,844376.86,18939326.43,0,10,110774.21,0.73,1.25,1,0.56,0,0
9,2024,10,65,restaurant,Novosibirsk,growth,true,1172779,1140343.3,4865.35,27570.35,3793838.9,0,6,112001.28,0.45,1.14,1,0.42,0,0
9,2024,10,66,autoservice,SaintPetersburg,bankrupt,false,942202.58,1901773.8,56532.15,-1016103.37,-1519733.19,503951.1,8,153096.56,0.44,1.14,1,0.63,0,0
9,2024,10,67,restaurant,Kazan,growth,true,1629389.78,1506492.19,18434.64,104462.95,6511556.81,0,8,109258.87,0.69,1.16,1,0.64,0,0
9,2024,10,69,retail,Moscow,crisis,true,3105331.62,3844653.66,186319.9,-925641.94,2431211.03,0,11,310575.61,0.74,1.18,1,0.51,0,0
9,2024,10,71,restaurant,Moscow,crisis,true,938430.45,2002716.74,56305.83,-1120592.12,1876666.76,0,10,135384.57,0.76,0.96,1,0.81,0,0
9,2024,10,73,retail,Moscow,growth,true,5633499.04,4325756.77,196161.34,1111580.93,7442821.02,0,5,169549.77,0.69,1.02,1,0.47,0,0
9,2024,10,75,logistics,Novosibirsk,crisis,true,990906.58,1494994.78,59454.39,-563542.59,39830.89,971189.73,7,136235.93,0.79,1.14,1,0.47,0,0
9,2024,10,77,autoservice,Novosibirsk,crisis,true,893077.81,1372915.32,53584.67,-533422.18,2366251.34,0,5,225839.48,0.46,1.08,1,0.52,0,0
9,2024,10,80,retail,Kazan,growth,true,3633044.38,3107995.15,78757.38,446291.85,7443771.9,0,9,72744.85,0.52,0.96,1,0.65,0,0
9,2024,10,86,retail,Kazan,growth,true,4374560.46,3759063.96,262473.63,353022.87,8764470.97,0,9,125342.59,0.65,1.08,1,0.71,0,0
9,2024,10,88,restaurant,Yekaterinburg,growth,true,1609609.89,1609298.5,96576.59,-96265.2,3658227.71,0,7,121377.91,0.57,1.03,1,0.8,0,0
9,2024,10,89,retail,Yekaterinburg,growth,true,4782574.06,3585062.97,179626.66,1017884.43,13101055.52,0,7,49443.27,0.91,1.16,0.9,0.77,0,0
9,2024,10,92,restaurant,SaintPetersburg,crisis,true,959429.68,1547983.83,57565.78,-646119.93,4510923.68,0,8,208605.74,0.72,1.05,0.9,0.59,0,0
9,2024,10,93,restaurant,Novosibirsk,crisis,true,1423353.56,1529693.74,85401.21,-191741.39,3385978.14,0,11,32199.66,0.78,1.12,1,0.55,0,0
9,2024,10,96,restaurant,Kazan,crisis,true,1393525.05,1820113.13,0,-426588.08,1981861.57,0,12,159055.41,0.63,0.93,1,0.63,0,0
9,2024,10,97,retail,Kazan,crisis,true,1458166.48,2509006.12,0,-1050839.64,4665341.59,0,16,107867.7,0.53,1.03,0.9,0.5,0,0
10,2024,11,1,restaurant,SaintPetersburg,crisis,true,644976.22,1196506.95,38698.57,-590229.3,1740644.8,0,5,161763.72,0.54,1.07,0.9,0.47,0,0
10,2024,11,2,restaurant,Kazan,bankrupt,false,896648.53,1602239,53798.91,-759389.38,-1335241.89,0,10,143558.2,0.67,0.96,1,0.56,0,0
10,2024,11,4,retail,SaintPetersburg,growth,true,4357857.39,3948394.08,61419.5,348043.81,9699263.77,0,8,235641.87,0.46,0.99,1,0.56,0,0
10,2024,11,6,logistics,Moscow,crisis,true,1475466.96,2411238.26,88528.02,-1024299.32,-786599.07,5551497.21,9,109326.9,0.59,0.98,1,0.61,0,0
10,2024,11,7,retail,Moscow,crisis,true,2532776.3,3159907.32,0,-627131.02,4185335.93,0,11,171807.88,0.61,1.07,0.9,0.53,0,0
10,2024,11,11,retail,Novosibirsk,growth,true,4636881.65,4169529.4,278212.9,189139.35,8252754.83,0,15,146346.95,0.66,1.19,0.9,0.64,0,0
10,2024,11,12,restaurant,Novosibirsk,crisis,true,710730.37,1081590.09,0,-370859.72,9212552.67,0,5,171935.94,0.45,0.95,1,0.58,0,0
10,2024,11,13,restaurant,Novosibirsk,crisis,true,1408289.15,1618161.89,84497.35,-294370.09,4619004.22,0,11,181806.34,0.53,1.08,0.9,0.7,0,0
10,2024,11,15,retail,Novosibirsk,growth,true,3510778.71,3207397.63,210646.72,92734.36,5733793.43,0,12,108056.42,0.53,0.98,0.8,0.64,0,0
10,2024,11,16,restaurant,Kazan,crisis,true,882351.65,1334449.33,52941.1,-505038.78,4963272.95,0,7,158340.27,0.63,0.91,1,0.75,0,0
10,2024,11,17,logistics,Kazan,crisis,true,938404.92,1824622.36,56304.3,-942521.74,-467407.84,0,10,284884.59,0.73,1.05,0.9,0.61,0,0
10,2024,11,19,restaurant,Yekaterinburg,growth,true,1020322.38,1429943.75,0,-409621.37,3516071.13,0,9,64994.26,0.53,1,0.9,0.57,0,0
10,2024,11,20,restaurant,Moscow,crisis,true,1459145.97,1614122.84,87548.76,-242525.63,824900.37,0,5,227735.44,0.6,1.14,0.9,0.57,0,0
10,2024,11,21,logistics,Yekaterinburg,crisis,true,720728.79,1512993.46,0,-792264.67,-814960.69,1401328.33,6,144646.26,0.43,0.85,1,0.62,0,0
10,2024,11,23,retail,Novosibirsk,growth,true,6030892.24,4780327.7,361853.53,888711.01,9252540.46,0,14,134663.23,0.61,1.08,1,0.7,0,0
10,2024,11,25,restaurant,Kazan,crisis,true,1029334.62,1180467.91,61760.08,-212893.37,2794952.22,0,5,135087.21,0.45,1.07,0.9,0.46,0,0
10,2024,11,26,autoservice,Yekaterinburg,crisis,true,951994.79,1613059.25,0,-661064.46,3584135.73,0,6,253482.79,0.5,0.97,1,0.85,0,0
10,2024,11,27,autoservice,Kazan,crisis,true,1216081.67,1423293.1,72964.9,-280176.33,1635977.75,0,4,197500.57,0.55,1.05,0.9,0.66,0,0
10,2024,11,28,restaurant,Kazan,crisis,true,761598.27,1336455.83,0,-574857.56,4168656.6,0,8,109492.87,0.63,1.18,1,0.63,0,0
10,2024,11,31,autoservice,Moscow,crisis,true,943908.74,1948130.93,0,-1004222.19,-770315.61,0,6,291489.37,0.74,0.88,0.9,0.6,0,0
10,2024,11,32,autoservice,Kazan,crisis,true,922278.74,1357956.8,55336.72,-491014.78,791512.28,0,4,221576.81,0.68,1.15,0.9,0.53,0,0
10,2024,11,34,logistics,Moscow,crisis,true,956242.42,2007723.09,0,-1051480.67,-1056869.87,1456195.8,9,130098.35,0.99,0.8,1,0.67,0,0
10,2024,11,36,autoservice,SaintPetersburg,crisis,true,992538.46,1568211.02,59552.31,-635224.87,97411.23,1110310.04,5,102532.1,0.55,1.04,1,0.8,0,0
10,2024,11,37,restaurant,Novosibirsk,crisis,true,852754.84,1332616.84,51165.29,-531027.29,5497435.44,0,6,237366.93,0.44,0.9,1,0.79,0,0
10,2024,11,41,retail,SaintPetersburg,growth,true,4885998.43,3977492.9,293159.91,615345.62,8164328.98,0,7,148002.73,0.67,0.99,1,0.64,0,0
10,2024,11,42,retail,Yekaterinburg,growth,true,3605246.65,3064187.85,81158.82,459899.98,9684856.11,0,7,80874.51,0.51,1.06,0.9,0.44,0,0
10,2024,11,44,autoservice,Moscow,crisis,true,1281915.35,2318482.86,0,-1036567.51,917973.3,0,7,443023.95,0.59,1.02,1,0.78,0,0
10,2024,11,45,restaurant,Yekaterinburg,crisis,true,1130744.5,1124432.21,67844.67,-61532.38,5692874.76,0,4,84589.99,0.48,1,1,0.59,0,0
10,2024,11,46,retail,Yekaterinburg,growth,true,4429613.75,3835545.65,265776.83,328291.27,7736345.82,0,12,83992.16,0.6,1.08,1,0.74,0,0
10,2024,11,48,retail,Yekaterinburg,growth,true,4244244.17,3266085.89,146723.74,831434.54,11701259.58,0,6,66362.84,0.64,1.14,1,0.56,0,0
10,2024,11,49,restaurant,Yekaterinburg,crisis,true,1160033.39,1220957.81,69602,-130526.42,4598677.04,0,4,281482.73,0.63,0.94,0.8,0.68,0,0
10,2024,11,52,retail,Kazan,growth,true,3662665.85,3110081.53,219759.95,332824.37,10842875.79,0,7,115756.85,0.71,0.92,0.8,0.59,0,0
10,2024,11,53,retail,Moscow,growth,true,4272539.36,3967249.94,45793.41,259496.01,7652836,0,10,104830.8,0.53,0.95,1,0.69,0,0
10,2024,11,55,autoservice,Yekaterinburg,bankrupt,false,863817.46,1524625.65,51829.05,-712637.24,-1151451.95,2490960.74,6,111820.97,0.6,0.86,1,0.51,0,0
10,2024,11,56,restaurant,Kazan,crisis,true,747692.08,1296202.23,0,-548510.15,2755409.79,0,7,198530.8,0.51,0.97,1,0.55,0,0
10,2024,11,57,restaurant,Kazan,growth,true,1178858.46,1360979.19,70731.51,-252852.24,4203850.45,0,6,84140.13,0.73,1.03,0.9,0.46,0,0
10,2024,11,58,retail,Novosibirsk,growth,true,4011145.53,3239443.85,240668.73,531032.95,8406314.22,0,10,42826.39,0.47,1.03,1,0.74,0,0
10,2024,11,59,autoservice,Novosibirsk,crisis,true,1054457.23,1586860.93,0,-532403.7,68143.54,0,6,255099.59,0.57,0.91,0.9,0.53,0,0
10,2024,11,60,autoservice,Novosibirsk,bankrupt,false,978165.07,1327597.4,58689.9,-408122.23,-917812.35,0,5,123955.19,0.57,0.98,1,0.59,0,0
10,2024,11,61,restaurant,Yekaterinburg,crisis,true,682271.8,1211549.01,0,-529277.21,841681.91,0,8,38956.83,0.65,0.88,1,0.51,0,0
10,2024,11,63,restaurant,Kazan,crisis,true,630671.54,1433297.76,0,-802626.22,-702071.39,820026.48,10,133901.92,0.37,0.93,0.8,0.78,0,0
10,2024,11,64,retail,Yekaterinburg,growth,true,5866829.82,4391435.09,221309.21,1254085.52,20193411.95,0,10,110774.21,0.73,1.29,1,0.56,0,0
10,2024,11,65,restaurant,Novosibirsk,growth,true,1197269.83,1153023.34,6636.97,37609.52,3831448.42,0,6,112001.28,0.45,1.14,1,0.42,0,0
10,2024,11,67,restaurant,Kazan,growth,true,1583734.96,1491702.01,13804.94,78228.01,6589784.82,0,8,109258.87,0.7,1.19,1,0.64,0,0
10,2024,11,69,retail,Moscow,crisis,true,3664152.18,4153561.86,219849.13,-709258.81,1721952.22,0,11,310575.61,0.74,1.18,1,0.51,0,0
10,2024,11,71,restaurant,Moscow,crisis,true,1127820.93,2054853.34,67669.26,-994701.67,881965.09,0,10,135384.57,0.76,0.96,1,0.81,0,0
10,2024,11,73,retail,Moscow,growth,true,5297727.74,4275823.29,153285.67,868618.78,8261439.8,0,6,194982.24,0.67,1.02,1,0.47,0,0
10,2024,11,75,logistics,Novosibirsk,crisis,true,1278272.29,1553890.98,76696.34,-352315.03,166494.68,1450168.55,7,136235.93,0.79,1.14,1,0.47,0,0
10,2024,11,77,autoservice,Novosibirsk,crisis,true,1525855.37,1544463.25,91551.32,-110159.2,2256092.14,0,4,225839.48,0.55,1.08,1,0.48,0,0
10,2024,11,80,retail,Kazan,growth,true,4785825.65,3764091.79,153260.08,868473.78,8312245.68,0,9,83656.58,0.52,0.96,1,0.65,0,0
10,2024,11,86,retail,Kazan,growth,true,4946095.52,3748116.51,296765.73,901213.28,9545684.25,0,7,125342.59,0.65,1.08,0.9,0.67,0,0
10,2024,11,88,restaurant,Yekaterinburg,crisis,true,1663850.28,1619058.69,99831.02,-55039.43,3603188.28,0,7,121377.91,0.57,1.03,1,0.8,0,0
10,2024,11,89,retail,Yekaterinburg,growth,true,6419846.21,4335011.99,312725.13,1772109.09,14873164.61,0,5,49443.27,0.91,1.19,0.9,0.73,0,0
10,2024,11,92,restaurant,SaintPetersburg,crisis,true,820101.45,1529862.89,49206.09,-758967.53,3631956.15,0,8,239896.6,0.73,1.05,0.8,0.59,0,0
10,2024,11,93,restaurant,Novosibirsk,crisis,true,971701.25,1310622.23,58302.08,-397223.06,2988755.08,0,10,37029.61,0.78,1.12,1,0.54,0,0
10,2024,11,96,restaurant,Kazan,crisis,true,953174.88,1457020.64,0,-503845.76,1478015.81,0,9,182913.72,0.63,0.93,1,0.59,0,0
10,2024,11,97,retail,Kazan,crisis,true,2062906.4,2836445.28,0,-773538.88,3771802.71,0,16,107867.7,0.53,1.03,0.8,0.5,0,0
11,2024,12,1,restaurant,SaintPetersburg,crisis,true,982967.02,1327307,58978.02,-403318,1337326.8,0,5,186028.28,0.48,1.07,0.9,0.47,0,0
11,2024,12,4,retail,SaintPetersburg,growth,true,6364956.36,4878157.56,223019.82,1263778.98,10963042.75,0,8,235641.87,0.46,0.99,1,0.56,0,0
11,2024,12,6,logistics,Moscow,crisis,true,1070356.58,2148010.67,64221.39,-1141875.48,-324965.36,7155006.4,8,109326.9,0.59,0.98,1,0.6,0,0
11,2024,12,7,retail,Moscow,crisis,true,2736491.6,3279886,0,-543394.4,3521941.53,0,11,171807.88,0.61,1.07,0.8,0.53,0,0
11,2024,12,11,retail,Novosibirsk,growth,true,6555539.58,5292688.45,393332.37,869518.76,9122273.59,0,16,146346.95,0.66,1.19,0.9,0.64,0,0
11,2024,12,12,restaurant,Novosibirsk,crisis,true,1179345.74,1263834.7,0,-84488.96,9128063.71,0,5,197726.33,0.45,0.95,1,0.58,0,0
11,2024,12,13,restaurant,Novosibirsk,crisis,true,1220709.03,1553454.28,73242.54,-405987.79,4213016.43,0,11,181806.34,0.53,1.08,0.9,0.7,0,0
